Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag2,t+1 - t,t - t-1,t+1 - t-1,Price Return lag3,Price Return lag4,vol,Symbol,Target Industry Sector,Return Used
2011:Q4,1/26/2012,7:30,1.35,1.35,1.305,2012-01-26,0.045,0.0344827586207,87.58,1.13320999075,-0.137017583923,1.27197039778,1.13320999075,0.994449583719,0.265957446809,0.625184849995,MMM US,Industrials,1.27197039778
2011:Q3,10/25/2011,7:30,1.52,1.52,1.609,2011-10-25,-0.089,-0.0553138595401,77.04,-6.27889997566,-0.0259605399792,-6.25456315405,-6.27889997566,-0.936967632027,-1.43587247505,3.07532666304,MMM US,Industrials,-6.25456315405
2011:Q2,7/26/2011,7:30,1.6,1.6,1.592,2011-07-26,0.008,0.00502512562814,89.93,-7.35247712212,-2.05715556544,-5.4065425476,-7.35247712212,-7.88892395077,-8.34122225728,1.86915909855,MMM US,Industrials,-5.4065425476
2011:Q1,4/26/2011,7:30,1.49,1.49,1.435,2011-04-26,0.055,0.0383275261324,95.94,2.49681257969,0.552428601209,1.93370165746,2.49681257969,3.30429239269,3.28304292393,1.18144248248,MMM US,Industrials,1.93370165746
2010:Q4,1/25/2011,7:30,1.28,1.28,1.268,2011-01-25,0.012,0.00946372239748,88.5,-0.830380868025,1.20903954802,-2.01505757307,-0.830380868025,-1.25110717449,-3.18866253322,1.01430334659,MMM US,Industrials,-2.01505757307
2010:Q3,10/28/2010,7:30,1.53,1.53,1.512,2010-10-28,0.018,0.0119047619048,85.07,-6.80535575965,-0.999177148231,-5.86477813434,-6.80535575965,-7.07093061857,-6.16354985061,2.03831333162,MMM US,Industrials,-5.86477813434
2010:Q2,7/22/2010,7:30,1.54,1.54,1.474,2010-07-22,0.066,0.044776119403,84.75,4.70230862697,1.67551622419,2.97691373026,4.70230862697,6.09963547995,5.46780072904,1.45840126163,MMM US,Industrials,2.97691373026
2009:Q4,1/28/2010,7:30,1.3,1.3,1.211,2010-01-28,0.089,0.0734929810074,80.75,-2.1992709599,-0.321981424149,-1.88335358445,-2.1992709599,-2.26002430134,-2.27217496962,1.32475286247,MMM US,Industrials,-1.88335358445
2017:Q3,10/18/2017,7:45,0.436,0.66,0.653,2017-10-18,0.007,0.010719754977,55.77,1.70722847802,0.412408104716,1.28950236106,1.70722847802,2.28841264076,1.85252451871,0.955792409694,ABT US,Health Care,1.28950236106
2017:Q2,7/20/2017,7:45,0.4404,0.62,0.605,2017-07-20,0.015,0.0247933884298,50.85,2.85251871333,-0.0196656833825,2.8727493425,2.85251871333,2.77159619664,2.83228808416,1.1514699603,ABT US,Health Care,2.8727493425
2016:Q4,1/25/2017,7:45,0.6082,0.65,0.646,2017-01-25,0.004,0.0061919504644,40.31,1.61250310097,1.61250310097,0.0,1.61250310097,1.71173406103,1.73654180104,0.43961307958,ABT US,Health Care,0.0
2016:Q3,10/19/2016,7:45,0.1881,0.59,0.581,2016-10-19,0.009,0.0154905335628,40.01,-1.04444984212,1.82454386403,-2.8175856206,-1.04444984212,-1.62739859121,-1.84600437212,2.03565070112,ABT US,Health Care,-2.8175856206
2016:Q2,7/20/2016,7:45,0.4612,0.55,0.533,2016-07-20,0.017,0.031894934334,42.65,2.96650717703,0.914419695193,2.03349282297,2.96650717703,3.27751196172,3.85167464115,1.00511252469,ABT US,Health Care,2.03349282297
2016:Q1,4/20/2016,7:45,0.0083,0.41,0.393,2016-04-20,0.017,0.0432569974555,43.97,0.0684150513113,-0.204685012509,0.273660205245,0.0684150513113,0.524515393387,0.36488027366,0.745824645272,ABT US,Health Care,0.273660205245
2015:Q4,1/28/2016,7:31,0.528,0.62,0.609,2016-01-28,0.011,0.0180623973727,36.71,-6.47393130714,3.10542086625,-9.29083271559,-6.47393130714,-4.99135161848,-6.39980232271,3.20607451387,ABT US,Health Care,-9.29083271559
2015:Q3,10/21/2015,7:45,0.4859,0.54,0.534,2015-10-21,0.006,0.0112359550562,42.2,4.21657882127,3.08056872038,1.10206037374,4.21657882127,4.45615716339,4.4801149976,1.39314912916,ABT US,Health Care,1.10206037374
2015:Q2,7/22/2015,7:45,0.5112,0.52,0.503,2015-07-22,0.017,0.0337972166998,50.98,2.89389067524,0.431541781091,2.45176848875,2.89389067524,2.5924437299,1.86897106109,1.18797081228,ABT US,Health Care,2.45176848875
2014:Q4,1/29/2015,7:45,0.514,0.71,0.686,2015-01-29,0.024,0.0349854227405,45.26,3.10988251555,-1.10472823685,4.26169085464,3.10988251555,4.1925823543,5.57475236121,1.67001757967,ABT US,Health Care,4.26169085464
2014:Q3,10/22/2014,7:31,0.4317,0.62,0.598,2014-10-22,0.022,0.0367892976589,41.59,0.0943618778014,2.01971627795,-1.88723755603,0.0943618778014,0.165133286152,-0.353857041755,1.6911675163,ABT US,Health Care,-1.88723755603
2014:Q2,7/16/2014,7:45,0.3336,0.54,0.509,2014-07-16,0.031,0.0609037328094,41.05,1.77313577848,2.0706455542,-0.291474374545,1.77313577848,3.78916686908,4.34782608696,0.982893350604,ABT US,Health Care,-0.291474374545
2013:Q4,1/22/2014,7:44,0.3825,0.58,0.582,2014-01-22,-0.002,-0.00343642611684,38.07,-4.3200408998,-1.68111373785,-2.68404907975,-4.3200408998,-6.49284253579,-7.20858895706,1.13627926229,ABT US,Health Care,-2.68404907975
2013:Q3,10/16/2013,7:44,0.3214,0.55,0.514,2013-10-16,0.036,0.0700389105058,35.9,10.2640166123,3.53760445682,6.49658854939,10.2640166123,10.619994067,9.34440818748,2.31650679991,ABT US,Health Care,6.49658854939
2013:Q2,7/17/2013,7:44,0.3491,0.46,0.44,2013-07-17,0.02,0.0454545454545,35.82,0.0,-0.335008375209,0.336134453782,0.0,0.47619047619,0.280112044818,1.31933865225,ABT US,Health Care,0.336134453782
2013:Q1,4/17/2013,7:44,0.316,0.42,0.412,2013-04-17,0.008,0.0194174757282,37.28,1.31868131868,-1.07296137339,2.41758241758,1.31868131868,2.1978021978,1.34615384615,1.37171373068,ABT US,Health Care,2.41758241758
2012:Q4,1/23/2013,7:46,0.3253,1.51,1.496,2013-01-23,0.014,0.00935828877005,32.81,-0.303951367781,-0.0304785126486,-0.273556231003,-0.303951367781,-0.334346504559,0.303951367781,0.763858396231,ABT US,Health Care,-0.273556231003
2012:Q3,10/17/2012,7:44,0.1728,1.3,1.282,2012-10-17,0.018,0.0140405616225,69.04,-7.61125745182,-3.47624565469,-4.28393178982,-7.61125745182,-8.29058644115,-8.7619575766,2.11927418724,ABT US,Health Care,-4.28393178982
2012:Q2,7/18/2012,7:44,0.2625,1.23,1.217,2012-07-18,0.013,0.0106820049302,65.93,-0.993078543485,-0.197178826028,-0.797472163707,-0.993078543485,-2.10653024376,-2.73848931688,0.758462370128,ABT US,Health Care,-0.797472163707
2012:Q1,4/18/2012,7:44,0.2259,1.03,0.998,2012-04-18,0.032,0.0320641282565,60.46,-1.52242263776,-1.57128680119,0.0496442164488,-1.52242263776,-0.910143968228,-0.926692040377,0.682390861787,ABT US,Health Care,0.0496442164488
2011:Q4,1/25/2012,7:47,1.4487,1.45,1.436,2012-01-25,0.014,0.00974930362117,55.23,-1.98285101822,-0.651819663227,-1.3397642015,-1.98285101822,-1.71489817792,-2.69739192569,0.727864318595,ABT US,Health Care,-1.3397642015
2011:Q3,10/19/2011,7:41,1.1764,1.18,1.171,2011-10-19,0.009,0.00768573868488,53.25,3.0701754386,1.50234741784,1.54462242563,3.0701754386,2.70785659802,1.92601067887,1.0430394554,ABT US,Health Care,1.54462242563
2011:Q2,7/20/2011,7:36,1.1288,1.12,1.111,2011-07-20,0.009,0.00810081008101,52.4,-0.0756286632634,0.858778625954,-0.926451124976,-0.0756286632634,0.113442994895,-0.586122140291,0.665300953009,ABT US,Health Care,-0.926451124976
2011:Q1,4/20/2011,7:24,0.9061,0.91,0.903,2011-04-20,0.007,0.0077519379845,50.8,1.38970444314,1.96850393701,-0.567625758465,1.38970444314,0.450185946369,1.33098453709,0.963871119534,ABT US,Health Care,-0.567625758465
2010:Q4,1/26/2011,7:44,1.2953,1.3,1.291,2011-01-26,0.009,0.00697134004648,46.75,-3.29441201001,-0.791443850267,-2.52293577982,-3.29441201001,-5.15012510425,-5.83819849875,1.06088551632,ABT US,Health Care,-2.52293577982
2010:Q3,10/20/2010,7:44,1.0468,1.05,1.042,2010-10-20,0.008,0.00767754318618,52.42,-0.0567429544165,0.80122090805,-0.851144316247,-0.0567429544165,-0.586343862304,-0.680915452998,0.858439175269,ABT US,Health Care,-0.851144316247
2010:Q2,7/21/2010,7:44,0.985,1.01,0.998,2010-07-21,0.012,0.0120240480962,48.68,3.24415420265,0.677896466721,2.54897830209,3.24415420265,3.07562671161,3.72867073941,1.14342326908,ABT US,Health Care,2.54897830209
2010:Q1,4/21/2010,7:42,0.8091,0.84,0.803,2010-04-21,0.037,0.0460772104608,51.78,-3.65623822088,-1.27462340672,-2.41236336223,-3.65623822088,-3.50546551074,-5.06973237844,0.988550546834,ABT US,Health Care,-2.41236336223
2009:Q4,1/27/2010,7:46,1.1524,1.18,1.171,2010-01-27,0.009,0.00768573868488,53.9,-0.972834067548,0.0927643784787,-1.06461086637,-0.972834067548,-2.82672540382,-2.09251101322,0.924487672206,ABT US,Health Care,-1.06461086637
2017:Q3,10/27/2017,7:40,1.2851,1.41,1.385,2017-10-27,0.025,0.0180505415162,91.93,1.56319785619,-1.05515065811,2.64627065654,1.56319785619,0.77043322912,3.21572130415,2.2084769901,ABBV US,Health Care,2.64627065654
2017:Q2,7/28/2017,7:42,1.2975,1.42,1.399,2017-07-28,0.021,0.0150107219442,70.44,-2.53729262512,-0.752413401476,-1.79841070682,-2.53729262512,-1.88205771644,-1.42199916353,1.18693705339,ABBV US,Health Care,-1.79841070682
2017:Q1,4/27/2017,7:38,1.1511,1.28,1.262,2017-04-27,0.018,0.0142630744849,66.07,1.38376383764,-0.196761011049,1.58364083641,1.38376383764,2.21402214022,2.44464944649,0.793024969308,ABBV US,Health Care,1.58364083641
2016:Q4,1/27/2017,7:48,1.0869,1.2,1.197,2017-01-27,0.003,0.00250626566416,60.0,-1.37098090419,0.716666666667,-2.07279255753,-1.37098090419,-0.261139219847,-0.620205647136,0.940871943551,ABBV US,Health Care,-2.07279255753
2016:Q3,10/28/2016,7:43,1.109,1.21,1.204,2016-10-28,0.006,0.00498338870432,57.6,-9.24178327367,-3.15972222222,-6.28050764725,-9.24178327367,-8.15164334527,-7.59843800846,2.28479915815,ABBV US,Health Care,-6.28050764725
2016:Q2,7/29/2016,7:38,1.1412,1.26,1.2,2016-07-29,0.06,0.05,66.23,3.43016069221,1.07202174241,2.33312731768,3.43016069221,3.18294190358,2.85846724351,0.78386404434,ABBV US,Health Care,2.33312731768
2016:Q1,4/28/2016,7:21,1.0389,1.15,1.141,2016-04-28,0.009,0.00788781770377,61.2,0.494233937397,-0.326797385621,0.823723228995,0.494233937397,1.21911037891,1.76276771005,0.627229762811,ABBV US,Health Care,0.823723228995
2015:Q4,1/29/2016,7:54,1.059,1.13,1.121,2016-01-29,0.009,0.00802854594112,54.9,-2.61414503133,-0.928961748634,-1.70098478066,-2.61414503133,-3.40196956132,1.77260519248,2.89468988202,ABBV US,Health Care,-1.70098478066
2015:Q3,10/30/2015,6:55,1.0801,1.13,1.081,2015-10-30,0.049,0.04532839963,59.55,17.1534195933,6.43157010915,10.0739371534,17.1534195933,15.3974121996,17.9297597043,5.2388814924,ABBV US,Health Care,10.0739371534
2015:Q2,7/24/2015,7:53,1.0407,1.08,1.061,2015-07-24,0.019,0.0179076343073,68.08,-1.6732841747,1.85076380729,-3.4600113443,-1.6732841747,1.00680657969,0.354509359047,1.23227989301,ABBV US,Health Care,-3.4600113443
2014:Q4,1/30/2015,7:47,0.9102,0.89,0.856,2015-01-30,0.034,0.0397196261682,60.35,-3.83396704689,0.579950289975,-4.38846641318,-3.83396704689,-2.3288973384,-9.83840304183,2.06970246742,ABBV US,Health Care,-4.38846641318
2014:Q2,7/25/2014,7:47,0.7565,0.82,0.759,2014-07-25,0.061,0.0803689064559,53.18,-0.628698224852,1.05302745393,-1.66420118343,-0.628698224852,-1.20192307692,-0.610207100592,1.46383658624,ABBV US,Health Care,-1.66420118343
2014:Q1,4/25/2014,7:54,0.6659,0.71,0.68,2014-04-25,0.03,0.0441176470588,49.14,3.14274128143,3.52055352055,-0.36496350365,3.14274128143,4.15652879157,5.59610705596,1.34135350396,ABBV US,Health Care,-0.36496350365
2013:Q4,1/31/2014,7:47,0.7752,0.82,0.823,2014-01-31,-0.003,-0.00364520048603,49.23,-1.98716621817,-3.8188096689,1.90436762575,-1.98716621817,-0.745187331815,-1.20057959015,1.55840298171,ABBV US,Health Care,1.90436762575
2013:Q3,10/25/2013,7:54,0.7651,0.82,0.776,2013-10-25,0.044,0.0567010309278,49.3,3.10870018777,0.243407707911,2.85833507198,3.10870018777,3.8806592948,1.81514708951,1.4579491862,ABBV US,Health Care,2.85833507198
2013:Q2,7/26/2013,7:53,0.7551,0.82,0.785,2013-07-26,0.035,0.0445859872611,44.79,1.85352622061,0.60281312793,1.24321880651,1.85352622061,1.03978300181,2.80289330922,1.25033808725,ABBV US,Health Care,1.24321880651
2013:Q1,4/26/2013,7:51,0.6181,0.68,0.666,2013-04-26,0.014,0.021021021021,45.84,2.23779385172,-1.33071553229,3.61663652803,2.23779385172,4.09132007233,2.96112115732,2.49162042515,ABBV US,Health Care,3.61663652803
2017:Q4,9/28/2017,6:59,1.4762,1.4125,1.463,2017-09-28,-0.0505,-0.0345181134655,136.32,-1.14900468384,-0.916960093897,-0.234192037471,-1.14900468384,-0.878220140515,-1.74912177986,0.754802430268,ACN US,Information Technology,-0.234192037471
2017:Q3,6/22/2017,6:59,1.5148,1.52,1.522,2017-06-22,-0.002,-0.00131406044678,122.08,-3.4379671151,0.540629095675,-3.9572024231,-3.4379671151,-3.75265518055,-3.8706632051,1.35931281581,ACN US,Information Technology,-3.9572024231
2017:Q2,3/23/2017,6:59,1.3421,1.33,1.299,2017-03-23,0.031,0.0238645111624,120.76,-5.92979127135,-1.47399801259,-4.52245414295,-5.92979127135,-5.60562934851,-4.0559772296,1.66005358279,ACN US,Information Technology,-4.52245414295
2017:Q1,12/21/2016,6:59,1.58,1.58,1.496,2016-12-21,0.084,0.0561497326203,117.9,-5.08460918614,-0.0932994062765,-4.99597099114,-5.08460918614,-5.3344077357,-5.2780016116,1.89731784907,ACN US,Information Technology,-4.99597099114
2016:Q4,9/29/2016,6:59,1.3051,1.31,1.3,2016-09-29,0.01,0.00769230769231,121.64,4.73210458637,0.435711936863,4.27775396485,4.73210458637,3.60908701243,1.36305186455,1.46196148273,ACN US,Information Technology,4.27775396485
2016:Q3,6/23/2016,6:59,1.41,1.41,1.41,2016-06-23,0.0,0.0,118.91,-6.36814248509,-6.27365234211,-0.100814920608,-6.36814248509,-8.18281105604,-7.11585314627,0.796236160637,ACN US,Information Technology,-0.100814920608
2016:Q1,12/17/2015,6:59,1.28,1.2788,1.317,2015-12-17,-0.0382,-0.0290053151101,103.26,-6.55482214888,-1.28801084641,-5.33553355336,-6.55482214888,-5.58305830583,-4.8771543821,2.35233463479,ACN US,Information Technology,-5.33553355336
2015:Q4,9/24/2015,6:59,1.15,1.1522,1.12,2015-09-24,0.0322,0.02875,97.77,-0.940118536685,-0.848931164979,-0.0919681177192,-0.940118536685,-1.9517678316,-1.28755364807,0.907626852117,ACN US,Information Technology,-0.0919681177192
2015:Q3,6/25/2015,7:01,1.2977,1.3,1.229,2015-06-25,0.071,0.0577705451587,99.48,1.25805461798,-0.482509047045,1.74900276158,1.25805461798,-1.11486140943,-1.01258054618,0.904066635285,ACN US,Information Technology,1.74900276158
2015:Q2,3/26/2015,7:01,1.08,1.08,1.072,2015-03-26,0.008,0.00746268656716,94.17,6.49586214715,-0.244239141977,6.75660355969,6.49586214715,7.04001813853,6.2124475683,2.53782148209,ACN US,Information Technology,6.75660355969
2015:Q1,12/18/2014,7:01,1.29,1.29,1.199,2014-12-18,0.091,0.0758965804837,89.74,6.10785463072,0.858034321373,5.20515826495,6.10785463072,6.89331770223,7.17467760844,2.26257502777,ACN US,Information Technology,5.20515826495
2014:Q4,9/24/2014,7:01,1.08,1.08,1.101,2014-09-24,-0.021,-0.0190735694823,80.2,-0.778894472362,-1.52119700748,0.753768844221,-0.778894472362,-0.389447236181,0.402010050251,0.689199527194,ACN US,Information Technology,0.753768844221
2014:Q3,6/26/2014,7:01,1.26,1.26,1.21,2014-06-26,0.05,0.0413223140496,81.53,-2.05875270889,-0.220777627867,-1.84204189742,-2.05875270889,-2.67276667469,-2.17914760414,0.728624969513,ACN US,Information Technology,-1.84204189742
2014:Q2,3/27/2014,7:01,1.03,1.03,1.036,2014-03-27,-0.006,-0.00579150579151,78.8,-5.01386043148,0.01269035533,-5.0259129806,-5.01386043148,-3.91707846209,-4.13402434615,2.05382349394,ACN US,Information Technology,-5.0259129806
2014:Q1,12/19/2013,7:00,1.1332,1.12,1.092,2013-12-19,0.028,0.025641025641,79.51,6.51943930177,1.30801157087,5.14414176144,6.51943930177,7.84184078286,7.5244644274,1.91132955941,ACN US,Information Technology,5.14414176144
2013:Q4,9/26/2013,16:01,1.0104,1.01,1.006,2013-09-26,0.004,0.00397614314115,75.87,-2.66684182869,-2.34611836035,-0.328428796637,-2.66684182869,-3.25801366264,-3.02154492906,1.26226780242,ACN US,Information Technology,-2.34611836035
2013:Q3,6/27/2013,16:01,1.1405,1.14,1.134,2013-06-27,0.006,0.00529100529101,80.22,-9.5525389643,-10.2966841187,0.829562594268,-9.5525389643,-9.37657114128,-9.35143288084,1.38160311529,ACN US,Information Technology,-10.2966841187
2013:Q2,3/28/2013,7:30,0.977,1.0,0.974,2013-03-28,0.026,0.0266940451745,75.97,1.29540598291,-0.157957088324,1.45566239316,1.29540598291,2.39049145299,2.29700854701,1.42224473502,ACN US,Information Technology,1.45566239316
2013:Q1,12/19/2012,16:01,1.0604,1.06,1.045,2012-12-19,0.015,0.0143540669856,70.4,-2.95275590551,-1.96022727273,-1.01237345332,-2.95275590551,-5.20247469066,-5.87739032621,1.0701479017,ACN US,Information Technology,-1.96022727273
2012:Q4,9/27/2012,16:01,0.8812,0.88,0.878,2012-09-27,0.002,0.00227790432802,65.38,8.82672882673,7.11226674824,1.60062160062,8.82672882673,8.70240870241,9.16860916861,0.838066925685,ACN US,Information Technology,7.11226674824
2012:Q3,6/28/2012,16:01,1.0304,1.03,0.993,2012-06-28,0.037,0.0372608257805,56.63,7.55324861285,6.10983577609,1.36030069805,7.55324861285,8.26919634867,9.34311795239,2.11963200471,ACN US,Information Technology,6.10983577609
2012:Q1,12/15/2011,16:05,0.9604,0.96,0.94,2011-12-15,0.02,0.0212765957447,56.13,-3.3553453507,-3.52752538749,0.178475816527,-3.3553453507,-4.51543815813,-3.19471711583,2.06207474928,ACN US,Information Technology,-3.52752538749
2011:Q4,9/27/2011,16:00,0.9105,0.91,0.896,2011-09-27,0.014,0.015625,53.65,3.67873651772,0.335507921715,3.33204930663,3.67873651772,4.85362095532,1.46379044684,2.97735380391,ACN US,Information Technology,0.335507921715
2011:Q3,6/23/2011,16:00,0.9958,0.93,0.896,2011-06-23,0.034,0.0379464285714,55.69,3.2036199095,2.38822050637,0.796380090498,3.2036199095,4.59728506787,7.96380090498,1.70971535613,ACN US,Information Technology,2.38822050637
2011:Q2,3/24/2011,16:01,0.7511,0.75,0.714,2011-03-24,0.036,0.0504201680672,51.96,7.14426682455,4.48421862972,2.54588513914,7.14426682455,5.74304322084,7.10479573712,1.67744944557,ACN US,Information Technology,4.48421862972
2011:Q1,12/16/2010,16:00,0.8103,0.81,0.756,2010-12-16,0.054,0.0714285714286,46.67,9.15401301518,7.82086993786,1.23644251627,9.15401301518,5.61822125813,5.70498915401,1.10301018126,ACN US,Information Technology,7.82086993786
2010:Q4,9/30/2010,16:00,0.6601,0.66,0.636,2010-09-30,0.024,0.0377358490566,42.49,4.91725768322,4.44810543657,0.449172576832,4.91725768322,4.94089834515,6.73758865248,1.11368734541,ACN US,Information Technology,4.44810543657
2010:Q3,6/24/2010,16:00,0.7328,0.73,0.695,2010-06-24,0.035,0.0503597122302,37.55,6.23526329578,7.98934753662,-1.62431228714,6.23526329578,4.06078071784,1.25753209327,1.08830876397,ACN US,Information Technology,7.98934753662
2010:Q2,3/25/2010,16:00,0.6025,0.6,0.613,2010-03-25,-0.013,-0.021207177814,41.52,1.45967934913,2.11946050096,-0.646087580761,1.45967934913,1.22038765255,1.00502512563,0.818323285849,ACN US,Information Technology,2.11946050096
2015:Q4,2/11/2016,16:19,0.2149,0.83,0.857,2016-02-11,-0.027,-0.0315052508751,30.52,-6.73300165837,-7.86369593709,1.2271973466,-6.73300165837,-2.42122719735,-2.32172470978,3.40969071134,ATVI US,Information Technology,-7.86369593709
2014:Q4,2/5/2015,16:13,0.49,0.94,0.882,2015-02-05,0.058,0.0657596371882,21.82,2.71840148699,1.3061411549,1.39405204461,2.71840148699,2.41635687732,3.53159851301,1.15928612806,ATVI US,Information Technology,1.3061411549
2013:Q4,2/6/2014,16:04,0.2385,0.79,0.73,2014-02-06,0.06,0.0821917808219,17.17,16.2818235642,14.3855562027,1.657785672,16.2818235642,14.6240378922,14.6832445234,1.02726388433,ATVI US,Information Technology,14.3855562027
2013:Q2,8/1/2013,16:05,0.28,0.08,0.08,2013-08-01,0.0,0.0,18.195,0.55617352614,-0.632041769717,1.1957730812,0.55617352614,-1.39043381535,-2.94771968854,5.07163403124,ATVI US,Information Technology,-0.632041769717
2012:Q4,2/7/2013,16:05,0.31,0.78,0.719,2013-02-07,0.061,0.0848400556328,12.06,12.3115577889,11.1940298507,1.00502512563,12.3115577889,13.6515912898,13.149078727,1.01044593732,ATVI US,Information Technology,11.1940298507
